t,px,py,pz,vx,vy,vz,ax,ay,az
1.9000000000000001,0.04836092262585273,0.07634496532557941,0.10009175018983502,-0.0704127906667617,-0.111157144447395,-0.1457321132624357,0.023957140193597425,0.03781993680167078,0.04958367130569457
2.0,0.04145571783618236,0.06544406452366647,0.0858001693991935,-0.06753099311982845,-0.10660779505846613,-0.13976770761209506,0.03357207647694492,0.052998554935961936,0.06948353566538594
2.1,0.034885605536798134,0.05507215744566729,0.07220212363656814,-0.0637235063507034,-0.10059710647803236,-0.13188741927486142,0.04243308338037058,0.06698698253535833,0.08782300565998771
2.2,0.028739006590449104,0.04536882967709402,0.05948061600498741,-0.059077075674498096,-0.09326201918850718,-0.12227078350231493,0.05031311336148667,0.07942679102137822,0.10413216498807393
2.3000000000000003,0.023094532090660966,0.03645818061232456,0.04779834650081402,-0.05370115116056268,-0.08477531653015202,-0.11114432717617806,0.05698511887790612,0.08995955181554091,0.11794109734821998
2.4000000000000004,0.018018712886312627,0.028445239168818526,0.03729301285073164,-0.04772788763248628,-0.07534562470107685,-0.09878156880831633,0.06222205238724129,0.09822683633936487,0.12877988643900007
2.5,0.013563729106212188,0.021412379501332207,0.028072611348730375,-0.04131214466809679,-0.0652174127572397,-0.08550301854073773,0.06579686634710522,0.10387021601436947,0.13617861595898975
2.6,0.009765139683672805,0.015415736716133305,0.020210737693091924,-0.03463148659946058,-0.054670992612446394,-0.07167617814559234,0.06748251321511022,0.10653126226207317,0.13966736960676326
2.7,0.006639611881089372,0.010481622585217093,0.013741887823376486,-0.027886182512882843,-0.044022519038350964,-0.057715541025172894,0.06705194544886868,0.10585154650399435,0.13877623108089474
2.8000000000000003,0.004182650814514244,0.0066029412605208004,0.00865675875740779,-0.021299206248908117,-0.033623989664456545,-0.044082592211915926,0.06427811550599402,0.10147264016165311,0.13303528407996065
2.9000000000000004,0.0023663289782332175,0.0037356049881387687,0.004897549428258208,-0.015116236402318213,-0.023863244978112045,-0.03128580836839745,0.058933975844098097,0.0930361146565671,0.12197461230253413
3.0,0.0011370157693416927,0.0017949498225375837,0.0023532615212351615,-0.009605656322135331,-0.015163968324517128,-0.019880657787339436,0.05079247892079401,0.08018354141025587,0.10512429944719097
3.1,0.0004131070123218894,0.0006521513407729551,0.0008550003108684923,-0.005058554111619292,-0.007985685906717799,-0.010469600391604052,0.0396265771936942,0.06255649184423798,0.0820144292125055
3.2,8.275448361705351e-05,0.00013064035670204421,0.00017127549789258678,-0.0017887226282691988,-0.002823766785609032,-0.0037020877341971286,0.02520922312041136,0.039796537380032346,0.05217508529705261
3.3000000000000003,1.5954362091175067e-06,2.5186352007045e-06,3.302046235165168e-06,-0.00013265948382274283,-0.00020942287993369285,-0.00027456299826670867,0.007313369158558083,0.011545249439157775,0.015136351399407
