t,px,py,pz
4.327999591827393,0.014051348786496831,-0.01159599860417554,0.009511958833613443
4.377994060516357,0.014109959135457872,-0.010453706915027394,0.007248084634983165
4.430015325546265,0.013759569050252773,-0.00938676265760871,0.004787855689922571
4.479989767074585,0.013396004361401426,-0.008783809440823187,0.0032275047024240555
4.532040119171143,0.012732393099120332,-0.007628686354059611,0.001229561442707805
4.582022666931152,0.011961973093417955,-0.007648898989840003,0.0003668775074946451
4.634048223495483,0.011011513629161307,-0.007023157650017403,-0.0007431507414292771
4.686026573181152,0.010101265268577686,-0.0063097648153601915,-0.0011187955792411053
4.736310958862305,0.009160133561938233,-0.005800725390753769,-0.0010852395391195424
4.788222551345825,0.008232698372816039,-0.0051990735773519425,-0.0008026191249551617
4.838260173797607,0.007256694204278213,-0.004892513775754781,-0.0007309060429607772
4.940038681030273,0.006008566478578725,-0.0037005557606615835,0.00020186728761562023
4.9920690059661865,0.004984487288694828,-0.002721778995175006,0.0002883294782767276
5.044028997421265,0.003976920419574315,-0.001844612126231382,0.0008276355266441104
5.0959978103637695,0.003122826423725078,-0.000962622875538971,0.0021390519599266966
5.147994041442871,0.0024022159468837234,-0.0007998941563146234,0.003443911416565304
5.252030372619629,0.0007096410571691969,-0.0011149494546342231,0.0022491537767577174
5.352294921875,0.0,0.0,0.0
