t,px,py,pz
0.0,-0.20200342952442085,0.13922246619701215,0.24124845647398985
0.051992177963256836,-0.1994329137225993,0.13927274298538045,0.24217042162474356
0.10200667381286621,-0.19791126747133303,0.13986459434014856,0.24417914386734196
0.15203452110290527,-0.19630177248012726,0.13977308681451125,0.24539465619451528
0.2540452480316162,-0.1951212056151973,0.14012377371304865,0.24496720652258497
0.30602335929870605,-0.195952031180325,0.1401520640637172,0.24467892896514765
0.35602402687072754,-0.19668258564234042,0.13959522354520165,0.2432883866696942
0.4060635566711426,-0.1972370882254204,0.1381815975328131,0.24203203767698311
0.5061578750610352,-0.19540086039789006,0.135445856822992,0.23993184338634688
0.5581874847412109,-0.19328700340065397,0.13375776867535283,0.23985650506863576
0.6082196235656738,-0.18940850926743003,0.13161640351120663,0.23902593903301228
0.6600229740142822,-0.18440058117884728,0.12953018056821525,0.2371413564380047
0.7120285034179688,-0.17932578621153272,0.12857992287414136,0.2363434549594281
0.7620222568511963,-0.1737124607226539,0.12706700023072612,0.23602721912051827
0.8140077590942383,-0.16792676549346863,0.1250663120098723,0.23602694626325527
0.8642160892486572,-0.16271311081028306,0.12267359516078269,0.2365068720062966
0.9160332679748535,-0.15595531563045661,0.12036650052179443,0.23617936695206798
0.9660866260528564,-0.14963840753289115,0.11825210591456312,0.2376605053556593
1.0180730819702148,-0.14267425662955868,0.1164565584115648,0.2389078358567428
1.068053960800171,-0.1361591434369458,0.11409926126808631,0.23856638747844228
1.1181423664093018,-0.12941542733381628,0.11066796166791154,0.23932167457990772
1.1682004928588867,-0.12293039238592551,0.10780007307292931,0.23942536262565417
1.220080852508545,-0.1160930127962514,0.10438158709531666,0.23907429974072714
1.2721638679504395,-0.10977083922529196,0.10046969742457447,0.24082510983855676
1.3239977359771729,-0.10399144323250065,0.09539812443735514,0.24187466608933206
1.3760294914245605,-0.09936992071028916,0.08964722776796226,0.24361708739639942
1.4280264377593994,-0.0947617247999839,0.08421272905539051,0.24507715950778408
1.4780147075653076,-0.08996548976000285,0.07827737333510335,0.24598684253098546
1.5280253887176514,-0.08559741953277067,0.07317249697209456,0.2465166612090015
1.5800197124481201,-0.08031092856267041,0.0679956375347058,0.245884727482649
1.631998062133789,-0.07374782995747253,0.06299668767156422,0.2451064660791602
1.6839914321899414,-0.06733599591628914,0.059297415812592374,0.24388891047633132
1.7341687679290771,-0.060996211138903744,0.0556246402616286,0.24104092455957904
1.7841806411743164,-0.05422098416977361,0.051942563796425825,0.23809431323710895
1.8342397212982178,-0.048376059882730305,0.04795953709364513,0.2351490061163346
1.8860011100769043,-0.042094093172199365,0.04230398723555169,0.23148259519199865
1.9380335807800293,-0.03591270264059543,0.0374404303117187,0.22895919587328217
1.9880270957946777,-0.030676852092778484,0.032538021042002374,0.22690948836970404
2.0400376319885254,-0.024939871771357813,0.02942959772614545,0.22249439499934487
2.091999053955078,-0.01936518159455569,0.02630829631429793,0.22155876205316583
2.1439998149871826,-0.013768284631600292,0.02378758581687443,0.2202986002834928
2.19398832321167,-0.009597589414190422,0.02087905803145851,0.21804588068897557
2.2440314292907715,-0.006162620040065292,0.01655717528172658,0.21764302295112936
2.2940006256103516,-0.0029559088224282437,0.013166413230296797,0.21473545108733183
2.344106912612915,0.00010053391372055742,0.010186973361930807,0.21110846496338498
2.3940439224243164,0.002422104570225958,0.0070040397700252,0.20822746922663005
2.444242238998413,0.004185644485098727,0.004457534072806829,0.20665696235712028
2.4961044788360596,0.005777409778491949,0.0025210478387797663,0.2038484240104138
2.5480306148529053,0.006313163580161429,-9.293706036866967e-05,0.20114156150266305
2.600001096725464,0.00624940566811083,-0.0015579594243859685,0.19838211700914343
2.6500368118286133,0.005990666126758137,-0.003032032841879806,0.1953970820958404
2.702009916305542,0.005727398224988578,-0.004811470815773711,0.19011460225865529
2.754035234451294,0.005740860691891614,-0.0045327756536505115,0.18513991141342845
2.8059988021850586,0.00566445615276745,-0.004187257794187937,0.179610329397194
2.8580431938171387,0.005111914238970172,-0.003948613065183515,0.17402449871337633
2.9080379009246826,0.004241447470593185,-0.0047329081553881824,0.1683260601645098
2.9600846767425537,0.0033389064106146282,-0.0045469507936804765,0.16272039868785804
3.01004695892334,0.002534659734392708,-0.0046165775165797895,0.156606728418498
3.060206651687622,0.0017787611610993181,-0.004397613272053569,0.14989167083289723
3.1121397018432617,0.001303494059723409,-0.004353352395864735,0.14179534316131348
3.1640586853027344,0.0009174129936029285,-0.004768182116767022,0.13417007735829856
3.214020252227783,0.0007993013250073844,-0.005013585338369653,0.12547394779720067
3.2640466690063477,0.0011140604946304755,-0.00592624645041101,0.11858409706870687
3.316082000732422,0.001878222023835141,-0.0065165823662034494,0.11154688785418054
3.366109848022461,0.0030430695314329625,-0.007119310744473556,0.10594114913706221
3.4160726070404053,0.00477769476114509,-0.006638455787577047,0.1000341567671652
3.466092824935913,0.006342991793730768,-0.0071486443066561545,0.09448507063975298
3.516106605529785,0.0077007140389409034,-0.007579559824756804,0.08824172581641498
3.566286325454712,0.008913851617300406,-0.008427571603972062,0.08373199935017184
3.616240978240967,0.00969320567627352,-0.009380703182345462,0.07774030771701179
3.6682374477386475,0.010911870634300325,-0.009913143565554783,0.07093168053944132
3.720034599304199,0.011875793929268852,-0.010659502434083035,0.06570310374470867
3.7700564861297607,0.012305728518021697,-0.01049541142499158,0.05944219082210456
3.8200290203094482,0.012871951614578547,-0.010902665205187873,0.05396559659786471
3.872069835662842,0.013035466170122634,-0.011288738532333309,0.047983976528382266
3.922055959701538,0.012773443055373868,-0.011460606017519609,0.04187569677299885
3.974029302597046,0.012849945936606488,-0.011898823879509662,0.0369503443697905
4.0239949226379395,0.01244888178336856,-0.012309212453072454,0.031177778860942862
4.074028491973877,0.012393792931665981,-0.01267526490024265,0.026030212516882423
4.124123573303223,0.012548378018590434,-0.01299652656660516,0.021372649484814876
4.174192905426025,0.012833006570614813,-0.013136948180056285,0.01737788125125972
4.226241827011108,0.013330619663616705,-0.012811098325975268,0.014490776027346275
4.278031826019287,0.013734506254578394,-0.01249418430117738,0.012030193970340664
